time_sec,zeta_ema,b_ema,u,e_sum
1757143989.155602,-11.868918607664678,33.575520386585715,-6.5697855506139495,-5.598704099966482
1757143989.319537,-10.87116569333369,27.339367505684162,-6.046813892405004,-5.162189171610003
1757143989.4831233,-10.197002998495496,22.760900869901906,-5.698054691437351,-4.870892490548728
1757143989.646882,-9.050569568007367,16.62285582640681,-5.0845650353463006,-4.359056225739615
1757143989.8080842,-8.201343329978702,10.791713035086469,-4.6456466325300685,-3.992754534638486
1757143989.9674363,-8.365938753506622,15.252127383332144,-4.6915211804580546,-4.03044810291999
1757143990.1262174,-8.650565399815665,19.489521014165536,-4.812104243384697,-4.130387489766178
1757143990.2829165,-8.574701763575797,23.51504496345726,-4.718914776821869,-4.0522004321533265
1757143990.446938,-8.581532147046177,27.339292715284397,-4.6777808975833475,-4.017373146370245
1757143990.6058779,-9.774232311239277,30.972328079520178,-5.350532194575757,-4.577392874824437
1757143990.7654994,-10.619641064634832,32.97710942639866,-5.834514973113298,-4.980049438053429
1757143990.9195807,-11.83865901140309,36.32825395507873,-6.526568088692658,-5.556046966150758
1757143991.0736759,-12.996726060832934,39.313348825684166,-7.186527950293481,-6.105229542159625
1757143991.226204,-13.448226713815457,33.64635081799371,-7.526406610889345,-6.387649848727791
1757143991.3778574,-14.519213090832203,36.96403327709402,-8.130231174700311,-6.889966212645161
1757143991.5319479,-15.356987253795475,40.115831613239315,-8.596195487747158,-7.277335310765345
1757143991.6890364,-15.83347030001073,43.110040032577345,-8.847330666388292,-7.485634749679591
1757143991.8488188,-16.095883374823423,45.95453803094848,-8.971857049253494,-7.588396307102227
1757143992.010369,-16.095873313290504,48.65681112940105,-8.940644962701837,-7.561368545351241
1757143992.1721518,-15.882015020932252,51.223970572930995,-8.782726205542449,-7.428767804736816
1757143992.3369408,-15.571202558002094,53.662772044284445,-8.568167671321861,-7.248973558558203
1757143992.5042472,-15.10556383494055,54.46186801543448,-8.280367789871976,-7.00816323731593
1757143992.6712985,-14.623282784077922,54.59645588907682,-7.990514468486417,-6.765676833148193
1757143992.8379722,-14.056801164309908,53.82512728102434,-7.660963037599883,-6.4901493093447105
1757143993.001316,-13.56983561113744,53.35140975059129,-7.375489453706478,-6.251403708062807
1757143993.1636164,-13.049668930525637,51.9234514609377,-7.081499664369951,-6.005599950653441
1757143993.3213382,-12.49917357308398,49.50417541232014,-6.781141361610854,-5.754545032418788
1757143993.4845374,-11.95343231047783,46.78839373616366,-6.487185131422869,-5.508832217877278
1757143993.651357,-11.42513169786646,44.01591187741944,-6.204354104396035,-5.272406730159036
1757143993.8193667,-10.936946100436135,41.2651251050359,-5.945301497679411,-5.055821799167709
1757143993.9915452,-10.444611546516775,38.547267800360885,-5.683347796330962,-4.836833095254779
1757143994.1612499,-9.885965466761927,35.29585951517072,-5.38795605993018,-4.590024138229256
1757143994.3319914,-9.44544920350226,33.13524141562525,-5.15032353507294,-4.391372187594878
1757143994.501191,-9.029927690564161,31.266618235110403,-4.9241450989368705,-4.2022976629309765
1757143994.668856,-8.627803222091632,29.443856962560815,-4.705417485038633,-4.019463041420208
1757143994.8343887,-8.120401719176824,26.544681806998693,-4.4363948379032285,-3.7947540415184253
1757143995.003313,-7.740727616365604,24.653457886631667,-4.2318972144635545,-3.623829229316485
1757143995.1660821,-7.372052559619208,22.719179243169833,-4.034466522863758,-3.4588344873779056
1757143995.3237545,-7.01233768229366,20.733384789830918,-3.842987269088899,-3.298834993248521
1757143995.4808676,-6.669413074120349,18.831182675278335,-3.6605532648074957,-3.146394710307391
1757143995.638201,-6.324663359722736,16.73293952433302,-3.4793535692230475,-2.995002284618038
1757143995.7965865,-5.978545635800739,14.419598631795566,-3.299893647253366,-2.8450768315824138
1757143995.9539695,-5.632165057826161,11.888461115061743,-3.1228634275986,-2.6971979177624634
1757143996.1129014,-5.2936435482896504,9.213262607648499,-2.9522589403642634,-2.55468914806834
1757143996.27523,-4.957049517323303,6.527941846345664,-2.7829181548257105,-2.413245340198195
1757143996.4385257,-4.657649454539261,4.16536082458502,-2.6320025763660917,-2.28717111902378
1757143996.605374,-4.366899883957683,2.0791503166199297,-2.4829481998679395,-2.162658438812642
1757143996.7714794,-4.123358751735469,0.5339896834183275,-2.355707010094427,-2.0563394790335514
1757143996.9363449,-3.8765032948367906,-0.7679060669269054,-2.223537304570078,-1.9459307080876644
1757143997.0991719,-3.6662919206666404,-1.7299570831606381,-2.109256404932064,-1.8504455311649266
1757143997.267046,-3.4507271110102615,-2.8020805401903504,-1.9930773446779648,-1.7533843609070343
1757143997.4339302,-3.2266115303964247,-4.114194759640794,-1.874629463760434,-1.6544477127946202
1757143997.592575,-2.9960483291073925,-5.667450895377016,-1.7551772486807622,-1.5546986735074664
1757143997.7562475,-2.7737688461351464,-7.180770054404551,-1.6402081455575965,-1.4586921236116188
1757143997.9217396,-2.500181002163655,-1.9441554866208461,-1.4134261660711998,-1.2695320559480359
1757143998.0847805,-2.218498973654288,2.8393582874660557,-1.1871910032472288,-1.0808559039524834
1757143998.2480364,-1.9425390513502054,7.232429130416971,-0.9690449578895768,-0.898945234370933
